0.0,10.0,0.0
0.5,10.0,15.0
1.0,10.0,30.0
1.5,10.0,45.0
2.0,10.0,60.0
2.5,10.0,75.0
3.0,10.0,90.0
3.5,10.0,105.0
4.0,10.0,120.0
4.5,10.0,135.0
5.0,10.0,150.0
5.5,10.0,165.0
6.0,10.0,180.0
6.5,10.0,195.0
7.0,10.0,210.0
7.5,10.0,225.0
8.0,10.0,240.0
8.5,10.0,255.0
9.0,10.0,270.0
9.5,10.0,285.0
10.0,10.0,300.0
