time,position,velocity,accel,force
6.4100,-178.197600,-60.818000,-9.800000,-19.600000
6.4200,-178.805780,-60.916000,-9.800000,-19.600000
6.4300,-179.414940,-61.014000,-9.800000,-19.600000
6.4400,-180.025080,-61.112000,-9.800000,-19.600000
6.4500,-180.636200,-61.210000,-9.800000,-19.600000
6.4600,-181.248300,-61.308000,-9.800000,-19.600000
6.4700,-181.861380,-61.406000,-9.800000,-19.600000
6.4800,-182.475440,-61.504000,-9.800000,-19.600000
6.4900,-183.090480,-61.602000,-9.800000,-19.600000
6.5000,-183.706500,-61.700000,-9.800000,-19.600000
6.5100,-184.323500,-61.798000,-9.800000,-19.600000
6.5200,-184.941480,-61.896000,-9.800000,-19.600000
6.5300,-185.560440,-61.994000,-9.800000,-19.600000
6.5400,-186.180380,-62.092000,-9.800000,-19.600000
6.5500,-186.801300,-62.190000,-9.800000,-19.600000
6.5600,-187.423200,-62.288000,-9.800000,-19.600000
6.5700,-188.046080,-62.386000,-9.800000,-19.600000
6.5800,-188.669940,-62.484000,-9.800000,-19.600000
6.5900,-189.294780,-62.582000,-9.800000,-19.600000
6.6000,-189.920600,-62.680000,-9.800000,-19.600000
6.6100,-190.547400,-62.778000,-9.800000,-19.600000
6.6200,-191.175180,-62.876000,-9.800000,-19.600000
6.6300,-191.803940,-62.974000,-9.800000,-19.600000
6.6400,-192.433680,-63.072000,-9.800000,-19.600000
6.6500,-193.064400,-63.170000,-9.800000,-19.600000
6.6600,-193.696100,-63.268000,-9.800000,-19.600000
6.6700,-194.328780,-63.366000,-9.800000,-19.600000
6.6800,-194.962440,-63.464000,-9.800000,-19.600000
6.6900,-195.597080,-63.562000,-9.800000,-19.600000
6.7000,-196.232700,-63.660000,-9.800000,-19.600000
6.7100,-196.869300,-63.758000,-9.800000,-19.600000
6.7200,-197.506880,-63.856000,-9.800000,-19.600000
6.7300,-198.145440,-63.954000,-9.800000,-19.600000
6.7400,-198.784980,-64.052000,-9.800000,-19.600000
6.7500,-199.425500,-64.150000,-9.800000,-19.600000
6.7600,-200.067000,-64.248000,-9.800000,-19.600000
6.7700,-200.709480,-64.346000,-9.800000,-19.600000
6.7800,-201.352940,-64.444000,-9.800000,-19.600000
6.7900,-201.997380,-64.542000,-9.800000,-19.600000
6.8000,-202.642800,-64.640000,-9.800000,-19.600000
6.8100,-203.289200,-64.738000,-9.800000,-19.600000
6.8200,-203.936580,-64.836000,-9.800000,-19.600000
6.8300,-204.584940,-64.934000,-9.800000,-19.600000
6.8400,-205.234280,-65.032000,-9.800000,-19.600000
6.8500,-205.884600,-65.130000,-9.800000,-19.600000
6.8600,-206.535900,-65.228000,-9.800000,-19.600000
6.8700,-207.188180,-65.326000,-9.800000,-19.600000
6.8800,-207.841440,-65.424000,-9.800000,-19.600000
6.8900,-208.495680,-65.522000,-9.800000,-19.600000
6.9000,-209.150900,-65.620000,-9.800000,-19.600000
6.9100,-209.807100,-65.718000,-9.800000,-19.600000
6.9200,-210.464280,-65.816000,-9.800000,-19.600000
6.9300,-211.122440,-65.914000,-9.800000,-19.600000
6.9400,-211.781580,-66.012000,-9.800000,-19.600000
6.9500,-212.441700,-66.110000,-9.800000,-19.600000
6.9600,-213.102800,-66.208000,-9.800000,-19.600000
6.9700,-213.764880,-66.306000,-9.800000,-19.600000
6.9800,-214.427940,-66.404000,-9.800000,-19.600000
6.9900,-215.091980,-66.502000,-9.800000,-19.600000
7.0000,-215.757000,-66.600000,-9.800000,-19.600000
7.0100,-216.423000,-66.698000,-9.800000,-19.600000
7.0200,-217.089980,-66.796000,-9.800000,-19.600000
7.0300,-217.757940,-66.894000,-9.800000,-19.600000
7.0400,-218.426880,-66.992000,-9.800000,-19.600000
7.0500,-219.096800,-67.090000,-9.800000,-19.600000
7.0600,-219.767700,-67.188000,-9.800000,-19.600000
7.0700,-220.439580,-67.286000,-9.800000,-19.600000
7.0800,-221.112440,-67.384000,-9.800000,-19.600000
7.0900,-221.786280,-67.482000,-9.800000,-19.600000
7.1000,-222.461100,-67.580000,-9.800000,-19.600000
7.1100,-223.136900,-67.678000,-9.800000,-19.600000
7.1200,-223.813680,-67.776000,-9.800000,-19.600000
7.1300,-224.491440,-67.874000,-9.800000,-19.600000
7.1400,-225.170180,-67.972000,-9.800000,-19.600000
7.1500,-225.849900,-68.070000,-9.800000,-19.600000
7.1600,-226.530600,-68.168000,-9.800000,-19.600000
7.1700,-227.212280,-68.266000,-9.800000,-19.600000
7.1800,-227.894940,-68.364000,-9.800000,-19.600000
7.1900,-228.578580,-68.462000,-9.800000,-19.600000
7.2000,-229.263200,-68.560000,-9.800000,-19.600000
7.2100,-229.948800,-68.658000,-9.800000,-19.600000
7.2200,-230.635380,-68.756000,-9.800000,-19.600000
7.2300,-231.322940,-68.854000,-9.800000,-19.600000
7.2400,-232.011480,-68.952000,-9.800000,-19.600000
7.2500,-232.701000,-69.050000,-9.800000,-19.600000
7.2600,-233.391500,-69.148000,-9.800000,-19.600000
7.2700,-234.082980,-69.246000,-9.800000,-19.600000
7.2800,-234.775440,-69.344000,-9.800000,-19.600000
7.2900,-235.468880,-69.442000,-9.800000,-19.600000
7.3000,-236.163300,-69.540000,-9.800000,-19.600000
7.3100,-236.858700,-69.638000,-9.800000,-19.600000
7.3200,-237.555080,-69.736000,-9.800000,-19.600000
7.3300,-238.252440,-69.834000,-9.800000,-19.600000
7.3400,-238.950780,-69.932000,-9.800000,-19.600000
7.3500,-239.650100,-70.030000,-9.800000,-19.600000
7.3600,-240.350400,-70.128000,-9.800000,-19.600000
7.3700,-241.051680,-70.226000,-9.800000,-19.600000
7.3800,-241.753940,-70.324000,-9.800000,-19.600000
7.3900,-242.457180,-70.422000,-9.800000,-19.600000
7.4000,-243.161400,-70.520000,-9.800000,-19.600000
7.4100,-243.866600,-70.618000,-9.800000,-19.600000
7.4200,-244.572780,-70.716000,-9.800000,-19.600000
7.4300,-245.279940,-70.814000,-9.800000,-19.600000
7.4400,-245.988080,-70.912000,-9.800000,-19.600000
7.4500,-246.697200,-71.010000,-9.800000,-19.600000
7.4600,-247.407300,-71.108000,-9.800000,-19.600000
7.4700,-248.118380,-71.206000,-9.800000,-19.600000
7.4800,-248.830440,-71.304000,-9.800000,-19.600000
7.4900,-249.543480,-71.402000,-9.800000,-19.600000
7.5000,-250.257500,-71.500000,-9.800000,-19.600000
7.5100,-250.972500,-71.598000,-9.800000,-19.600000
7.5200,-251.688480,-71.696000,-9.800000,-19.600000
7.5300,-252.405440,-71.794000,-9.800000,-19.600000
7.5400,-253.123380,-71.892000,-9.800000,-19.600000
7.5500,-253.842300,-71.990000,-9.800000,-19.600000
7.5600,-254.562200,-72.088000,-9.800000,-19.600000
7.5700,-255.283080,-72.186000,-9.800000,-19.600000
7.5800,-256.004940,-72.284000,-9.800000,-19.600000
7.5900,-256.727780,-72.382000,-9.800000,-19.600000
7.6000,-257.451600,-72.480000,-9.800000,-19.600000
7.6100,-258.176400,-72.578000,-9.800000,-19.600000
7.6200,-258.902180,-72.676000,-9.800000,-19.600000
7.6300,-259.628940,-72.774000,-9.800000,-19.600000
7.6400,-260.356680,-72.872000,-9.800000,-19.600000
7.6500,-261.085400,-72.970000,-9.800000,-19.600000
7.6600,-261.815100,-73.068000,-9.800000,-19.600000
7.6700,-262.545780,-73.166000,-9.800000,-19.600000
7.6800,-263.277440,-73.264000,-9.800000,-19.600000
7.6900,-264.010080,-73.362000,-9.800000,-19.600000
7.7000,-264.743700,-73.460000,-9.800000,-19.600000
7.7100,-265.478300,-73.558000,-9.800000,-19.600000
7.7200,-266.213880,-73.656000,-9.800000,-19.600000
7.7300,-266.950440,-73.754000,-9.800000,-19.600000
7.7400,-267.687980,-73.852000,-9.800000,-19.600000
7.7500,-268.426500,-73.950000,-9.800000,-19.600000
7.7600,-269.166000,-74.048000,-9.800000,-19.600000
7.7700,-269.906480,-74.146000,-9.800000,-19.600000
7.7800,-270.647940,-74.244000,-9.800000,-19.600000
7.7900,-271.390380,-74.342000,-9.800000,-19.600000
7.8000,-272.133800,-74.440000,-9.800000,-19.600000
7.8100,-272.878200,-74.538000,-9.800000,-19.600000
7.8200,-273.623580,-74.636000,-9.800000,-19.600000
7.8300,-274.369940,-74.734000,-9.800000,-19.600000
7.8400,-275.117280,-74.832000,-9.800000,-19.600000
7.8500,-275.865600,-74.930000,-9.800000,-19.600000
7.8600,-276.614900,-75.028000,-9.800000,-19.600000
7.8700,-277.365180,-75.126000,-9.800000,-19.600000
7.8800,-278.116440,-75.224000,-9.800000,-19.600000
7.8900,-278.868680,-75.322000,-9.800000,-19.600000
7.9000,-279.621900,-75.420000,-9.800000,-19.600000
7.9100,-280.376100,-75.518000,-9.800000,-19.600000
7.9200,-281.131280,-75.616000,-9.800000,-19.600000
7.9300,-281.887440,-75.714000,-9.800000,-19.600000
7.9400,-282.644580,-75.812000,-9.800000,-19.600000
7.9500,-283.402700,-75.910000,-9.800000,-19.600000
7.9600,-284.161800,-76.008000,-9.800000,-19.600000
7.9700,-284.921880,-76.106000,-9.800000,-19.600000
7.9800,-285.682940,-76.204000,-9.800000,-19.600000
7.9900,-286.444980,-76.302000,-9.800000,-19.600000
8.0000,-287.208000,-76.400000,-9.800000,-19.600000
8.0100,-287.972000,-76.498000,-9.800000,-19.600000
8.0200,-288.736980,-76.596000,-9.800000,-19.600000
8.0300,-289.502940,-76.694000,-9.800000,-19.600000
8.0400,-290.269880,-76.792000,-9.800000,-19.600000
8.0500,-291.037800,-76.890000,-9.800000,-19.600000
8.0600,-291.806700,-76.988000,-9.800000,-19.600000
8.0700,-292.576580,-77.086000,-9.800000,-19.600000
8.0800,-293.347440,-77.184000,-9.800000,-19.600000
8.0900,-294.119280,-77.282000,-9.800000,-19.600000
8.1000,-294.892100,-77.380000,-9.800000,-19.600000
8.1100,-295.665900,-77.478000,-9.800000,-19.600000
8.1200,-296.440680,-77.576000,-9.800000,-19.600000
8.1300,-297.216440,-77.674000,-9.800000,-19.600000
8.1400,-297.993180,-77.772000,-9.800000,-19.600000
8.1500,-298.770900,-77.870000,-9.800000,-19.600000
8.1600,-299.549600,-77.968000,-9.800000,-19.600000
8.1700,-300.329280,-78.066000,-9.800000,-19.600000
8.1800,-301.109940,-78.164000,-9.800000,-19.600000
8.1900,-301.891580,-78.262000,-9.800000,-19.600000
8.2000,-302.674200,-78.360000,-9.800000,-19.600000
8.2100,-303.457800,-78.458000,-9.800000,-19.600000
8.2200,-304.242380,-78.556000,-9.800000,-19.600000
8.2300,-305.027940,-78.654000,-9.800000,-19.600000
8.2400,-305.814480,-78.752000,-9.800000,-19.600000
8.2500,-306.602000,-78.850000,-9.800000,-19.600000
8.2600,-307.390500,-78.948000,-9.800000,-19.600000
8.2700,-308.179980,-79.046000,-9.800000,-19.600000
8.2800,-308.970440,-79.144000,-9.800000,-19.600000
8.2900,-309.761880,-79.242000,-9.800000,-19.600000
8.3000,-310.554300,-79.340000,-9.800000,-19.600000
8.3100,-311.347700,-79.438000,-9.800000,-19.600000
8.3200,-312.142080,-79.536000,-9.800000,-19.600000
8.3300,-312.937440,-79.634000,-9.800000,-19.600000
8.3400,-313.733780,-79.732000,-9.800000,-19.600000
8.3500,-314.531100,-79.830000,-9.800000,-19.600000
8.3600,-315.329400,-79.928000,-9.800000,-19.600000
8.3700,-316.128680,-80.026000,-9.800000,-19.600000
8.3800,-316.928940,-80.124000,-9.800000,-19.600000
8.3900,-317.730180,-80.222000,-9.800000,-19.600000
8.4000,-318.532400,-80.320000,-9.800000,-19.600000
8.4100,-319.335600,-80.418000,-9.800000,-19.600000
8.4200,-320.139780,-80.516000,-9.800000,-19.600000
8.4300,-320.944940,-80.614000,-9.800000,-19.600000
8.4400,-321.751080,-80.712000,-9.800000,-19.600000
8.4500,-322.558200,-80.810000,-9.800000,-19.600000
8.4600,-323.366300,-80.908000,-9.800000,-19.600000
8.4700,-324.175380,-81.006000,-9.800000,-19.600000
8.4800,-324.985440,-81.104000,-9.800000,-19.600000
8.4900,-325.796480,-81.202000,-9.800000,-19.600000
8.5000,-326.608500,-81.300000,-9.800000,-19.600000
8.5100,-327.421500,-81.398000,-9.800000,-19.600000
8.5200,-328.235480,-81.496000,-9.800000,-19.600000
8.5300,-329.050440,-81.594000,-9.800000,-19.600000
8.5400,-329.866380,-81.692000,-9.800000,-19.600000
8.5500,-330.683300,-81.790000,-9.800000,-19.600000
8.5600,-331.501200,-81.888000,-9.800000,-19.600000
8.5700,-332.320080,-81.986000,-9.800000,-19.600000
8.5800,-333.139940,-82.084000,-9.800000,-19.600000
8.5900,-333.960780,-82.182000,-9.800000,-19.600000
8.6000,-334.782600,-82.280000,-9.800000,-19.600000
8.6100,-335.605400,-82.378000,-9.800000,-19.600000
8.6200,-336.429180,-82.476000,-9.800000,-19.600000
8.6300,-337.253940,-82.574000,-9.800000,-19.600000
8.6400,-338.079680,-82.672000,-9.800000,-19.600000
8.6500,-338.906400,-82.770000,-9.800000,-19.600000
8.6600,-339.734100,-82.868000,-9.800000,-19.600000
8.6700,-340.562780,-82.966000,-9.800000,-19.600000
8.6800,-341.392440,-83.064000,-9.800000,-19.600000
8.6900,-342.223080,-83.162000,-9.800000,-19.600000
8.7000,-343.054700,-83.260000,-9.800000,-19.600000
8.7100,-343.887300,-83.358000,-9.800000,-19.600000
8.7200,-344.720880,-83.456000,-9.800000,-19.600000
8.7300,-345.555440,-83.554000,-9.800000,-19.600000
8.7400,-346.390980,-83.652000,-9.800000,-19.600000
8.7500,-347.227500,-83.750000,-9.800000,-19.600000
8.7600,-348.065000,-83.848000,-9.800000,-19.600000
8.7700,-348.903480,-83.946000,-9.800000,-19.600000
8.7800,-349.742940,-84.044000,-9.800000,-19.600000
8.7900,-350.583380,-84.142000,-9.800000,-19.600000
8.8000,-351.424800,-84.240000,-9.800000,-19.600000
8.8100,-352.267200,-84.338000,-9.800000,-19.600000
8.8200,-353.110580,-84.436000,-9.800000,-19.600000
8.8300,-353.954940,-84.534000,-9.800000,-19.600000
8.8400,-354.800280,-84.632000,-9.800000,-19.600000
8.8500,-355.646600,-84.730000,-9.800000,-19.600000
8.8600,-356.493900,-84.828000,-9.800000,-19.600000
8.8700,-357.342180,-84.926000,-9.800000,-19.600000
8.8800,-358.191440,-85.024000,-9.800000,-19.600000
8.8900,-359.041680,-85.122000,-9.800000,-19.600000
8.9000,-359.892900,-85.220000,-9.800000,-19.600000
8.9100,-360.745100,-85.318000,-9.800000,-19.600000
8.9200,-361.598280,-85.416000,-9.800000,-19.600000
8.9300,-362.452440,-85.514000,-9.800000,-19.600000
8.9400,-363.307580,-85.612000,-9.800000,-19.600000
8.9500,-364.163700,-85.710000,-9.800000,-19.600000
8.9600,-365.020800,-85.808000,-9.800000,-19.600000
8.9700,-365.878880,-85.906000,-9.800000,-19.600000
8.9800,-366.737940,-86.004000,-9.800000,-19.600000
8.9900,-367.597980,-86.102000,-9.800000,-19.600000
9.0000,-368.459000,-86.200000,-9.800000,-19.600000
9.0100,-369.321000,-86.298000,-9.800000,-19.600000
9.0200,-370.183980,-86.396000,-9.800000,-19.600000
9.0300,-371.047940,-86.494000,-9.800000,-19.600000
9.0400,-371.912880,-86.592000,-9.800000,-19.600000
9.0500,-372.778800,-86.690000,-9.800000,-19.600000
9.0600,-373.645700,-86.788000,-9.800000,-19.600000
9.0700,-374.513580,-86.886000,-9.800000,-19.600000
9.0800,-375.382440,-86.984000,-9.800000,-19.600000
9.0900,-376.252280,-87.082000,-9.800000,-19.600000
9.1000,-377.123100,-87.180000,-9.800000,-19.600000
9.1100,-377.994900,-87.278000,-9.800000,-19.600000
9.1200,-378.867680,-87.376000,-9.800000,-19.600000
9.1300,-379.741440,-87.474000,-9.800000,-19.600000
9.1400,-380.616180,-87.572000,-9.800000,-19.600000
9.1500,-381.491900,-87.670000,-9.800000,-19.600000
9.1600,-382.368600,-87.768000,-9.800000,-19.600000
9.1700,-383.246280,-87.866000,-9.800000,-19.600000
9.1800,-384.124940,-87.964000,-9.800000,-19.600000
9.1900,-385.004580,-88.062000,-9.800000,-19.600000
9.2000,-385.885200,-88.160000,-9.800000,-19.600000
9.2100,-386.766800,-88.258000,-9.800000,-19.600000
9.2200,-387.649380,-88.356000,-9.800000,-19.600000
9.2300,-388.532940,-88.454000,-9.800000,-19.600000
9.2400,-389.417480,-88.552000,-9.800000,-19.600000
9.2500,-390.303000,-88.650000,-9.800000,-19.600000
9.2600,-391.189500,-88.748000,-9.800000,-19.600000
9.2700,-392.076980,-88.846000,-9.800000,-19.600000
9.2800,-392.965440,-88.944000,-9.800000,-19.600000
9.2900,-393.854880,-89.042000,-9.800000,-19.600000
9.3000,-394.745300,-89.140000,-9.800000,-19.600000
9.3100,-395.636700,-89.238000,-9.800000,-19.600000
9.3200,-396.529080,-89.336000,-9.800000,-19.600000
9.3300,-397.422440,-89.434000,-9.800000,-19.600000
9.3400,-398.316780,-89.532000,-9.800000,-19.600000
9.3500,-399.212100,-89.630000,-9.800000,-19.600000
9.3600,-400.108400,-89.728000,-9.800000,-19.600000
9.3700,-401.005680,-89.826000,-9.800000,-19.600000
9.3800,-401.903940,-89.924000,-9.800000,-19.600000
9.3900,-402.803180,-90.022000,-9.800000,-19.600000
9.4000,-403.703400,-90.120000,-9.800000,-19.600000
9.4100,-404.604600,-90.218000,-9.800000,-19.600000
9.4200,-405.506780,-90.316000,-9.800000,-19.600000
9.4300,-406.409940,-90.414000,-9.800000,-19.600000
9.4400,-407.314080,-90.512000,-9.800000,-19.600000
9.4500,-408.219200,-90.610000,-9.800000,-19.600000
9.4600,-409.125300,-90.708000,-9.800000,-19.600000
9.4700,-410.032380,-90.806000,-9.800000,-19.600000
9.4800,-410.940440,-90.904000,-9.800000,-19.600000
9.4900,-411.849480,-91.002000,-9.800000,-19.600000
9.5000,-412.759500,-91.100000,-9.800000,-19.600000
9.5100,-413.670500,-91.198000,-9.800000,-19.600000
9.5200,-414.582480,-91.296000,-9.800000,-19.600000
9.5300,-415.495440,-91.394000,-9.800000,-19.600000
9.5400,-416.409380,-91.492000,-9.800000,-19.600000
9.5500,-417.324300,-91.590000,-9.800000,-19.600000
9.5600,-418.240200,-91.688000,-9.800000,-19.600000
9.5700,-419.157080,-91.786000,-9.800000,-19.600000
9.5800,-420.074940,-91.884000,-9.800000,-19.600000
9.5900,-420.993780,-91.982000,-9.800000,-19.600000
9.6000,-421.913600,-92.080000,-9.800000,-19.600000
9.6100,-422.834400,-92.178000,-9.800000,-19.600000
9.6200,-423.756180,-92.276000,-9.800000,-19.600000
9.6300,-424.678940,-92.374000,-9.800000,-19.600000
9.6400,-425.602680,-92.472000,-9.800000,-19.600000
9.6500,-426.527400,-92.570000,-9.800000,-19.600000
9.6600,-427.453100,-92.668000,-9.800000,-19.600000
9.6700,-428.379780,-92.766000,-9.800000,-19.600000
9.6800,-429.307440,-92.864000,-9.800000,-19.600000
9.6900,-430.236080,-92.962000,-9.800000,-19.600000
9.7000,-431.165700,-93.060000,-9.800000,-19.600000
9.7100,-432.096300,-93.158000,-9.800000,-19.600000
9.7200,-433.027880,-93.256000,-9.800000,-19.600000
9.7300,-433.960440,-93.354000,-9.800000,-19.600000
9.7400,-434.893980,-93.452000,-9.800000,-19.600000
9.7500,-435.828500,-93.550000,-9.800000,-19.600000
9.7600,-436.764000,-93.648000,-9.800000,-19.600000
9.7700,-437.700480,-93.746000,-9.800000,-19.600000
9.7800,-438.637940,-93.844000,-9.800000,-19.600000
9.7900,-439.576380,-93.942000,-9.800000,-19.600000
9.8000,-440.515800,-94.040000,-9.800000,-19.600000
9.8100,-441.456200,-94.138000,-9.800000,-19.600000
9.8200,-442.397580,-94.236000,-9.800000,-19.600000
9.8300,-443.339940,-94.334000,-9.800000,-19.600000
9.8400,-444.283280,-94.432000,-9.800000,-19.600000
9.8500,-445.227600,-94.530000,-9.800000,-19.600000
9.8600,-446.172900,-94.628000,-9.800000,-19.600000
9.8700,-447.119180,-94.726000,-9.800000,-19.600000
9.8800,-448.066440,-94.824000,-9.800000,-19.600000
9.8900,-449.014680,-94.922000,-9.800000,-19.600000
9.9000,-449.963900,-95.020000,-9.800000,-19.600000
9.9100,-450.914100,-95.118000,-9.800000,-19.600000
9.9200,-451.865280,-95.216000,-9.800000,-19.600000
9.9300,-452.817440,-95.314000,-9.800000,-19.600000
9.9400,-453.770580,-95.412000,-9.800000,-19.600000
9.9500,-454.724700,-95.510000,-9.800000,-19.600000
9.9600,-455.679800,-95.608000,-9.800000,-19.600000
9.9700,-456.635880,-95.706000,-9.800000,-19.600000
9.9800,-457.592940,-95.804000,-9.800000,-19.600000
9.9900,-458.550980,-95.902000,-9.800000,-19.600000
